item_id,incident_id,incident_name,state,start_year,report_date,target_date,target_personnel,baseline_persistence,day_of_run,run_length
alloc-2015_2798116_AGGIE CREEK-2015-07-26,2015_2798116_AGGIE CREEK,Aggie Creek,AK,2015,2015-07-26,2015-07-27,86.0,118.0,32,33
alloc-2015_2800235_ANIAK COMPLEX-2015-07-11,2015_2800235_ANIAK COMPLEX,ANIAK COMPLEX,AK,2015,2015-07-11,2015-07-12,88.0,87.0,4,38
alloc-2015_2800235_ANIAK COMPLEX-2015-07-17,2015_2800235_ANIAK COMPLEX,ANIAK COMPLEX,AK,2015,2015-07-17,2015-07-18,83.0,80.0,10,38
alloc-2015_2800235_ANIAK COMPLEX-2015-07-24,2015_2800235_ANIAK COMPLEX,ANIAK COMPLEX,AK,2015,2015-07-24,2015-07-25,86.0,78.0,17,38
alloc-2015_2800235_ANIAK COMPLEX-2015-07-30,2015_2800235_ANIAK COMPLEX,ANIAK COMPLEX,AK,2015,2015-07-30,2015-07-31,30.0,29.0,23,38
alloc-2015_2800235_ANIAK COMPLEX-2015-08-06,2015_2800235_ANIAK COMPLEX,ANIAK COMPLEX,AK,2015,2015-08-06,2015-08-07,11.0,9.0,30,38
alloc-2015_2800235_ANIAK COMPLEX-2015-08-13,2015_2800235_ANIAK COMPLEX,ANIAK COMPLEX,AK,2015,2015-08-13,2015-08-14,15.0,16.0,37,38
alloc-2015_2801247_BLUE-2015-07-01,2015_2801247_BLUE,Blue,ID,2015,2015-07-01,2015-07-02,118.0,108.0,4,13
alloc-2015_2801247_BLUE-2015-07-02,2015_2801247_BLUE,Blue,ID,2015,2015-07-02,2015-07-03,122.0,118.0,5,13
alloc-2015_2801247_BLUE-2015-07-04,2015_2801247_BLUE,Blue,ID,2015,2015-07-04,2015-07-05,135.0,117.0,7,13
alloc-2015_2801247_BLUE-2015-07-05,2015_2801247_BLUE,Blue,ID,2015,2015-07-05,2015-07-06,134.0,135.0,8,13
alloc-2015_2801247_BLUE-2015-07-07,2015_2801247_BLUE,Blue,ID,2015,2015-07-07,2015-07-08,138.0,141.0,10,13
alloc-2015_2801247_BLUE-2015-07-09,2015_2801247_BLUE,Blue,ID,2015,2015-07-09,2015-07-10,46.0,142.0,12,13
alloc-2015_2801717_DEEP CREEK-2015-07-03,2015_2801717_DEEP CREEK,Deep Creek,AK,2015,2015-07-03,2015-07-04,12.0,13.0,4,15
alloc-2015_2801717_DEEP CREEK-2015-07-05,2015_2801717_DEEP CREEK,Deep Creek,AK,2015,2015-07-05,2015-07-06,10.0,12.0,6,15
alloc-2015_2801717_DEEP CREEK-2015-07-07,2015_2801717_DEEP CREEK,Deep Creek,AK,2015,2015-07-07,2015-07-08,10.0,10.0,8,15
alloc-2015_2801717_DEEP CREEK-2015-07-09,2015_2801717_DEEP CREEK,Deep Creek,AK,2015,2015-07-09,2015-07-10,10.0,10.0,10,15
alloc-2015_2801717_DEEP CREEK-2015-07-11,2015_2801717_DEEP CREEK,Deep Creek,AK,2015,2015-07-11,2015-07-12,16.0,10.0,12,15
alloc-2015_2801717_DEEP CREEK-2015-07-13,2015_2801717_DEEP CREEK,Deep Creek,AK,2015,2015-07-13,2015-07-14,15.0,15.0,14,15
alloc-2015_2801717_DEEP CREEK-2015-07-19,2015_2801717_DEEP CREEK,Deep Creek,AK,2015,2015-07-19,2015-07-20,56.0,55.0,4,11
alloc-2015_2801717_DEEP CREEK-2015-07-20,2015_2801717_DEEP CREEK,Deep Creek,AK,2015,2015-07-20,2015-07-21,56.0,56.0,5,11
alloc-2015_2801717_DEEP CREEK-2015-07-21,2015_2801717_DEEP CREEK,Deep Creek,AK,2015,2015-07-21,2015-07-22,56.0,56.0,6,11
alloc-2015_2801717_DEEP CREEK-2015-07-22,2015_2801717_DEEP CREEK,Deep Creek,AK,2015,2015-07-22,2015-07-23,56.0,56.0,7,11
alloc-2015_2801717_DEEP CREEK-2015-07-23,2015_2801717_DEEP CREEK,Deep Creek,AK,2015,2015-07-23,2015-07-24,47.0,56.0,8,11
alloc-2015_2801717_DEEP CREEK-2015-07-25,2015_2801717_DEEP CREEK,Deep Creek,AK,2015,2015-07-25,2015-07-26,26.0,27.0,10,11
alloc-2015_2802556_CAPE HORN-2015-07-11,2015_2802556_CAPE HORN,Cape Horn,ID,2015,2015-07-11,2015-07-12,161.0,164.0,4,13
alloc-2015_2802556_CAPE HORN-2015-07-12,2015_2802556_CAPE HORN,Cape Horn,ID,2015,2015-07-12,2015-07-13,158.0,161.0,5,13
alloc-2015_2802556_CAPE HORN-2015-07-14,2015_2802556_CAPE HORN,Cape Horn,ID,2015,2015-07-14,2015-07-15,160.0,165.0,7,13
alloc-2015_2802556_CAPE HORN-2015-07-15,2015_2802556_CAPE HORN,Cape Horn,ID,2015,2015-07-15,2015-07-16,171.0,160.0,8,13
alloc-2015_2802556_CAPE HORN-2015-07-17,2015_2802556_CAPE HORN,Cape Horn,ID,2015,2015-07-17,2015-07-18,118.0,154.0,10,13
alloc-2015_2802556_CAPE HORN-2015-07-19,2015_2802556_CAPE HORN,Cape Horn,ID,2015,2015-07-19,2015-07-20,85.0,118.0,12,13
alloc-2015_2804076_RUBY AREA FIRES-2015-07-06,2015_2804076_RUBY AREA FIRES,Middle Yukon,AK,2015,2015-07-06,2015-07-07,145.0,138.0,4,13
alloc-2015_2804076_RUBY AREA FIRES-2015-07-07,2015_2804076_RUBY AREA FIRES,Middle Yukon,AK,2015,2015-07-07,2015-07-08,124.0,145.0,5,13
alloc-2015_2804076_RUBY AREA FIRES-2015-07-09,2015_2804076_RUBY AREA FIRES,Middle Yukon,AK,2015,2015-07-09,2015-07-10,87.0,80.0,7,13
alloc-2015_2804076_RUBY AREA FIRES-2015-07-10,2015_2804076_RUBY AREA FIRES,Middle Yukon,AK,2015,2015-07-10,2015-07-11,107.0,87.0,8,13
alloc-2015_2804076_RUBY AREA FIRES-2015-07-12,2015_2804076_RUBY AREA FIRES,Middle Yukon,AK,2015,2015-07-12,2015-07-13,68.0,94.0,10,13
alloc-2015_2804076_RUBY AREA FIRES-2015-07-14,2015_2804076_RUBY AREA FIRES,Middle Yukon,AK,2015,2015-07-14,2015-07-15,50.0,50.0,12,13
alloc-2015_2804076_RUBY AREA FIRES-2015-07-20,2015_2804076_RUBY AREA FIRES,Ruby Area Fires,AK,2015,2015-07-20,2015-07-21,45.0,43.0,4,18
alloc-2015_2804076_RUBY AREA FIRES-2015-07-22,2015_2804076_RUBY AREA FIRES,Ruby Area Fires,AK,2015,2015-07-22,2015-07-23,33.0,49.0,6,18
alloc-2015_2804076_RUBY AREA FIRES-2015-07-25,2015_2804076_RUBY AREA FIRES,Ruby Area Fires,AK,2015,2015-07-25,2015-07-26,48.0,35.0,9,18
alloc-2015_2804076_RUBY AREA FIRES-2015-07-27,2015_2804076_RUBY AREA FIRES,Ruby Area Fires,AK,2015,2015-07-27,2015-07-28,47.0,47.0,11,18
alloc-2015_2804076_RUBY AREA FIRES-2015-07-30,2015_2804076_RUBY AREA FIRES,Ruby Area Fires,AK,2015,2015-07-30,2015-07-31,37.0,37.0,14,18
alloc-2015_2804076_RUBY AREA FIRES-2015-08-02,2015_2804076_RUBY AREA FIRES,Ruby Area Fires,AK,2015,2015-08-02,2015-08-03,9.0,9.0,17,18
alloc-2015_2804734_CORNER CREEK 0297 PR-2015-07-04,2015_2804734_CORNER CREEK 0297 PR,CORNER CREEK 0297 PR,OR,2015,2015-07-04,2015-07-05,713.0,710.0,4,21
alloc-2015_2804734_CORNER CREEK 0297 PR-2015-07-07,2015_2804734_CORNER CREEK 0297 PR,CORNER CREEK 0297 PR,OR,2015,2015-07-07,2015-07-08,735.0,770.0,7,21
alloc-2015_2804734_CORNER CREEK 0297 PR-2015-07-10,2015_2804734_CORNER CREEK 0297 PR,CORNER CREEK 0297 PR,OR,2015,2015-07-10,2015-07-11,267.0,530.0,10,21
alloc-2015_2804734_CORNER CREEK 0297 PR-2015-07-13,2015_2804734_CORNER CREEK 0297 PR,CORNER CREEK 0297 PR,OR,2015,2015-07-13,2015-07-14,57.0,80.0,13,21
alloc-2015_2804734_CORNER CREEK 0297 PR-2015-07-16,2015_2804734_CORNER CREEK 0297 PR,CORNER CREEK 0297 PR,OR,2015,2015-07-16,2015-07-17,75.0,53.0,16,21
alloc-2015_2804734_CORNER CREEK 0297 PR-2015-07-20,2015_2804734_CORNER CREEK 0297 PR,CORNER CREEK 0297 PR,OR,2015,2015-07-20,2015-07-21,72.0,111.0,20,21
alloc-2015_2806273_WOLVERINE-2015-07-06,2015_2806273_WOLVERINE,WOLVERINE,WA,2015,2015-07-06,2015-07-07,64.0,64.0,4,12
alloc-2015_2806273_WOLVERINE-2015-07-07,2015_2806273_WOLVERINE,WOLVERINE,WA,2015,2015-07-07,2015-07-08,64.0,64.0,5,12
alloc-2015_2806273_WOLVERINE-2015-07-08,2015_2806273_WOLVERINE,WOLVERINE,WA,2015,2015-07-08,2015-07-09,64.0,64.0,6,12
alloc-2015_2806273_WOLVERINE-2015-07-10,2015_2806273_WOLVERINE,WOLVERINE,WA,2015,2015-07-10,2015-07-11,64.0,64.0,8,12
alloc-2015_2806273_WOLVERINE-2015-07-11,2015_2806273_WOLVERINE,WOLVERINE,WA,2015,2015-07-11,2015-07-12,58.0,64.0,9,12
alloc-2015_2806273_WOLVERINE-2015-07-13,2015_2806273_WOLVERINE,WOLVERINE,WA,2015,2015-07-13,2015-07-14,57.0,57.0,11,12
alloc-2015_2806273_WOLVERINE-2015-08-01,2015_2806273_WOLVERINE,WOLVERINE,WA,2015,2015-08-01,2015-08-02,165.0,165.0,4,61
alloc-2015_2806273_WOLVERINE-2015-08-12,2015_2806273_WOLVERINE,WOLVERINE,WA,2015,2015-08-12,2015-08-13,141.0,157.0,15,61
alloc-2015_2806273_WOLVERINE-2015-08-23,2015_2806273_WOLVERINE,WOLVERINE,WA,2015,2015-08-23,2015-08-24,96.0,121.0,26,61
alloc-2015_2806273_WOLVERINE-2015-09-03,2015_2806273_WOLVERINE,WOLVERINE,WA,2015,2015-09-03,2015-09-04,267.0,287.0,37,61
alloc-2015_2806273_WOLVERINE-2015-09-14,2015_2806273_WOLVERINE,WOLVERINE,WA,2015,2015-09-14,2015-09-15,281.0,328.0,48,61
alloc-2015_2806273_WOLVERINE-2015-09-26,2015_2806273_WOLVERINE,WOLVERINE,WA,2015,2015-09-26,2015-09-27,54.0,62.0,60,61
alloc-2015_2808952_BIG CREEK TWO-2015-08-08,2015_2808952_BIG CREEK TWO,Big Creek Two,AK,2015,2015-08-08,2015-08-09,8.0,8.0,4,13
alloc-2015_2808952_BIG CREEK TWO-2015-08-09,2015_2808952_BIG CREEK TWO,Big Creek Two,AK,2015,2015-08-09,2015-08-10,8.0,8.0,5,13
alloc-2015_2808952_BIG CREEK TWO-2015-08-11,2015_2808952_BIG CREEK TWO,Big Creek Two,AK,2015,2015-08-11,2015-08-12,8.0,8.0,7,13
alloc-2015_2808952_BIG CREEK TWO-2015-08-12,2015_2808952_BIG CREEK TWO,Big Creek Two,AK,2015,2015-08-12,2015-08-13,8.0,8.0,8,13
alloc-2015_2808952_BIG CREEK TWO-2015-08-14,2015_2808952_BIG CREEK TWO,Big Creek Two,AK,2015,2015-08-14,2015-08-15,8.0,8.0,10,13
alloc-2015_2808952_BIG CREEK TWO-2015-08-16,2015_2808952_BIG CREEK TWO,Big Creek Two,AK,2015,2015-08-16,2015-08-17,8.0,8.0,12,13
alloc-2015_2809484_BLACKTAIL-2015-07-10,2015_2809484_BLACKTAIL,Blacktail,ID,2015,2015-07-10,2015-07-11,35.0,33.0,4,10
alloc-2015_2809484_BLACKTAIL-2015-07-11,2015_2809484_BLACKTAIL,Blacktail,ID,2015,2015-07-11,2015-07-12,32.0,35.0,5,10
alloc-2015_2809484_BLACKTAIL-2015-07-12,2015_2809484_BLACKTAIL,Blacktail,ID,2015,2015-07-12,2015-07-13,32.0,32.0,6,10
alloc-2015_2809484_BLACKTAIL-2015-07-13,2015_2809484_BLACKTAIL,Blacktail,ID,2015,2015-07-13,2015-07-14,32.0,32.0,7,10
alloc-2015_2809484_BLACKTAIL-2015-07-14,2015_2809484_BLACKTAIL,Blacktail,ID,2015,2015-07-14,2015-07-15,32.0,32.0,8,10
alloc-2015_2809484_BLACKTAIL-2015-07-15,2015_2809484_BLACKTAIL,Blacktail,ID,2015,2015-07-15,2015-07-16,21.0,32.0,9,10
alloc-2015_2809699_HEALY LAKE-2015-06-24,2015_2809699_HEALY LAKE,Healy Lake,AK,2015,2015-06-24,2015-06-25,81.0,77.0,4,26
alloc-2015_2809699_HEALY LAKE-2015-06-28,2015_2809699_HEALY LAKE,Healy Lake,AK,2015,2015-06-28,2015-06-29,72.0,77.0,8,26
alloc-2015_2809699_HEALY LAKE-2015-07-02,2015_2809699_HEALY LAKE,Healy Lake,AK,2015,2015-07-02,2015-07-03,70.0,80.0,12,26
alloc-2015_2809699_HEALY LAKE-2015-07-06,2015_2809699_HEALY LAKE,Healy Lake,AK,2015,2015-07-06,2015-07-07,19.0,21.0,16,26
alloc-2015_2809699_HEALY LAKE-2015-07-10,2015_2809699_HEALY LAKE,Healy Lake,AK,2015,2015-07-10,2015-07-11,21.0,17.0,20,26
alloc-2015_2809699_HEALY LAKE-2015-07-15,2015_2809699_HEALY LAKE,Healy Lake,AK,2015,2015-07-15,2015-07-16,16.0,18.0,25,26
alloc-2015_2809699_HEALY LAKE-2015-07-21,2015_2809699_HEALY LAKE,Healy Lake,AK,2015,2015-07-21,2015-07-22,14.0,14.0,4,14
alloc-2015_2809699_HEALY LAKE-2015-07-22,2015_2809699_HEALY LAKE,Healy Lake,AK,2015,2015-07-22,2015-07-23,13.0,14.0,5,14
alloc-2015_2809699_HEALY LAKE-2015-07-24,2015_2809699_HEALY LAKE,Healy Lake,AK,2015,2015-07-24,2015-07-25,13.0,13.0,7,14
alloc-2015_2809699_HEALY LAKE-2015-07-26,2015_2809699_HEALY LAKE,Healy Lake,AK,2015,2015-07-26,2015-07-27,13.0,12.0,9,14
alloc-2015_2809699_HEALY LAKE-2015-07-28,2015_2809699_HEALY LAKE,Healy Lake,AK,2015,2015-07-28,2015-07-29,3.0,13.0,11,14
alloc-2015_2809699_HEALY LAKE-2015-07-30,2015_2809699_HEALY LAKE,Healy Lake,AK,2015,2015-07-30,2015-07-31,3.0,3.0,13,14
alloc-2015_2813383_SAWMILL-2015-06-23,2015_2813383_SAWMILL,Sawmill,AZ,2015,2015-06-23,2015-06-24,47.0,45.0,4,10
alloc-2015_2813383_SAWMILL-2015-06-24,2015_2813383_SAWMILL,Sawmill,AZ,2015,2015-06-24,2015-06-25,49.0,47.0,5,10
alloc-2015_2813383_SAWMILL-2015-06-25,2015_2813383_SAWMILL,Sawmill,AZ,2015,2015-06-25,2015-06-26,49.0,49.0,6,10
alloc-2015_2813383_SAWMILL-2015-06-26,2015_2813383_SAWMILL,Sawmill,AZ,2015,2015-06-26,2015-06-27,49.0,49.0,7,10
alloc-2015_2813383_SAWMILL-2015-06-27,2015_2813383_SAWMILL,Sawmill,AZ,2015,2015-06-27,2015-06-28,4.0,49.0,8,10
alloc-2015_2813383_SAWMILL-2015-06-28,2015_2813383_SAWMILL,Sawmill,AZ,2015,2015-06-28,2015-06-29,2.0,4.0,9,10
alloc-2015_2815765_BAKERS CAMP-2015-07-08,2015_2815765_BAKERS CAMP,Bakers Camp,ID,2015,2015-07-08,2015-07-09,76.0,65.0,4,16
alloc-2015_2815765_BAKERS CAMP-2015-07-10,2015_2815765_BAKERS CAMP,Bakers Camp,ID,2015,2015-07-10,2015-07-11,76.0,76.0,6,16
alloc-2015_2815765_BAKERS CAMP-2015-07-12,2015_2815765_BAKERS CAMP,Bakers Camp,ID,2015,2015-07-12,2015-07-13,76.0,76.0,8,16
alloc-2015_2815765_BAKERS CAMP-2015-07-14,2015_2815765_BAKERS CAMP,Bakers Camp,ID,2015,2015-07-14,2015-07-15,75.0,55.0,10,16
alloc-2015_2815765_BAKERS CAMP-2015-07-16,2015_2815765_BAKERS CAMP,Bakers Camp,ID,2015,2015-07-16,2015-07-17,54.0,75.0,12,16
alloc-2015_2815765_BAKERS CAMP-2015-07-19,2015_2815765_BAKERS CAMP,Bakers Camp,ID,2015,2015-07-19,2015-07-20,32.0,32.0,15,16
alloc-2015_2821019_ANACONDA CREEK-2015-06-28,2015_2821019_ANACONDA CREEK,Anaconda Creek,AK,2015,2015-06-28,2015-06-29,138.0,135.0,4,15
alloc-2015_2821019_ANACONDA CREEK-2015-06-30,2015_2821019_ANACONDA CREEK,Anaconda Creek,AK,2015,2015-06-30,2015-07-01,117.0,139.0,6,15
alloc-2015_2821019_ANACONDA CREEK-2015-07-02,2015_2821019_ANACONDA CREEK,Anaconda Creek,AK,2015,2015-07-02,2015-07-03,107.0,117.0,8,15
alloc-2015_2821019_ANACONDA CREEK-2015-07-04,2015_2821019_ANACONDA CREEK,Anaconda Creek,AK,2015,2015-07-04,2015-07-05,116.0,117.0,10,15
alloc-2015_2821019_ANACONDA CREEK-2015-07-06,2015_2821019_ANACONDA CREEK,Anaconda Creek,AK,2015,2015-07-06,2015-07-07,49.0,111.0,12,15
alloc-2015_2821019_ANACONDA CREEK-2015-07-08,2015_2821019_ANACONDA CREEK,Anaconda Creek,AK,2015,2015-07-08,2015-07-09,27.0,48.0,14,15
alloc-2015_2821443_REX COMPLEX-2015-07-17,2015_2821443_REX COMPLEX,Rex Complex,AK,2015,2015-07-17,2015-07-18,147.0,130.0,4,14
alloc-2015_2821443_REX COMPLEX-2015-07-18,2015_2821443_REX COMPLEX,Rex Complex,AK,2015,2015-07-18,2015-07-19,151.0,147.0,5,14
alloc-2015_2821443_REX COMPLEX-2015-07-20,2015_2821443_REX COMPLEX,Rex Complex,AK,2015,2015-07-20,2015-07-21,149.0,151.0,7,14
alloc-2015_2821443_REX COMPLEX-2015-07-22,2015_2821443_REX COMPLEX,Rex Complex,AK,2015,2015-07-22,2015-07-23,149.0,149.0,9,14
alloc-2015_2821443_REX COMPLEX-2015-07-24,2015_2821443_REX COMPLEX,Rex Complex,AK,2015,2015-07-24,2015-07-25,116.0,135.0,11,14
alloc-2015_2821443_REX COMPLEX-2015-07-26,2015_2821443_REX COMPLEX,Rex Complex,AK,2015,2015-07-26,2015-07-27,102.0,116.0,13,14
alloc-2015_2823042_NORTH BOULDER 2-2015-07-26,2015_2823042_NORTH BOULDER 2,NORTH BOULDER 2,WA,2015,2015-07-26,2015-07-27,224.0,215.0,4,17
alloc-2015_2823042_NORTH BOULDER 2-2015-07-28,2015_2823042_NORTH BOULDER 2,NORTH BOULDER 2,WA,2015,2015-07-28,2015-07-29,218.0,216.0,6,17
alloc-2015_2823042_NORTH BOULDER 2-2015-07-30,2015_2823042_NORTH BOULDER 2,NORTH BOULDER 2,WA,2015,2015-07-30,2015-07-31,141.0,141.0,8,17
alloc-2015_2823042_NORTH BOULDER 2-2015-08-02,2015_2823042_NORTH BOULDER 2,NORTH BOULDER 2,WA,2015,2015-08-02,2015-08-03,72.0,93.0,11,17
alloc-2015_2823042_NORTH BOULDER 2-2015-08-04,2015_2823042_NORTH BOULDER 2,NORTH BOULDER 2,WA,2015,2015-08-04,2015-08-05,59.0,72.0,13,17
alloc-2015_2823042_NORTH BOULDER 2-2015-08-07,2015_2823042_NORTH BOULDER 2,NORTH BOULDER 2,WA,2015,2015-08-07,2015-08-08,34.0,62.0,16,17
alloc-2015_2826352_CHISANA RIVER  2-2015-06-23,2015_2826352_CHISANA RIVER  2,Chisana River  2,AK,2015,2015-06-23,2015-06-24,2.0,3.0,4,14
alloc-2015_2826352_CHISANA RIVER  2-2015-06-24,2015_2826352_CHISANA RIVER  2,Chisana River  2,AK,2015,2015-06-24,2015-06-25,3.0,2.0,5,14
alloc-2015_2826352_CHISANA RIVER  2-2015-06-26,2015_2826352_CHISANA RIVER  2,Chisana River  2,AK,2015,2015-06-26,2015-06-27,4.0,4.0,7,14
alloc-2015_2826352_CHISANA RIVER  2-2015-06-28,2015_2826352_CHISANA RIVER  2,Chisana River  2,AK,2015,2015-06-28,2015-06-29,4.0,4.0,9,14
alloc-2015_2826352_CHISANA RIVER  2-2015-06-30,2015_2826352_CHISANA RIVER  2,Chisana River  2,AK,2015,2015-06-30,2015-07-01,4.0,4.0,11,14
alloc-2015_2826352_CHISANA RIVER  2-2015-07-02,2015_2826352_CHISANA RIVER  2,Chisana River  2,AK,2015,2015-07-02,2015-07-03,4.0,4.0,13,14
alloc-2015_2827429_BUCKSKIN-2015-06-23,2015_2827429_BUCKSKIN,Buckskin,OR,2015,2015-06-23,2015-06-24,140.0,199.0,4,13
alloc-2015_2827429_BUCKSKIN-2015-06-24,2015_2827429_BUCKSKIN,Buckskin,OR,2015,2015-06-24,2015-06-25,123.0,140.0,5,13
alloc-2015_2827429_BUCKSKIN-2015-06-26,2015_2827429_BUCKSKIN,Buckskin,OR,2015,2015-06-26,2015-06-27,59.0,82.0,7,13
alloc-2015_2827429_BUCKSKIN-2015-06-27,2015_2827429_BUCKSKIN,Buckskin,OR,2015,2015-06-27,2015-06-28,64.0,59.0,8,13
alloc-2015_2827429_BUCKSKIN-2015-06-29,2015_2827429_BUCKSKIN,Buckskin,OR,2015,2015-06-29,2015-06-30,39.0,46.0,10,13
alloc-2015_2827429_BUCKSKIN-2015-07-01,2015_2827429_BUCKSKIN,Buckskin,OR,2015,2015-07-01,2015-07-02,36.0,36.0,12,13
alloc-2015_2828221_GUADALUPE-2015-06-06,2015_2828221_GUADALUPE,GUADALUPE,NM,2015,2015-06-06,2015-06-07,122.0,118.0,4,14
alloc-2015_2828221_GUADALUPE-2015-06-07,2015_2828221_GUADALUPE,GUADALUPE,NM,2015,2015-06-07,2015-06-08,94.0,122.0,5,14
alloc-2015_2828221_GUADALUPE-2015-06-09,2015_2828221_GUADALUPE,GUADALUPE,NM,2015,2015-06-09,2015-06-10,82.0,84.0,7,14
alloc-2015_2828221_GUADALUPE-2015-06-11,2015_2828221_GUADALUPE,GUADALUPE,NM,2015,2015-06-11,2015-06-12,26.0,82.0,9,14
alloc-2015_2828221_GUADALUPE-2015-06-13,2015_2828221_GUADALUPE,GUADALUPE,NM,2015,2015-06-13,2015-06-14,26.0,26.0,11,14
alloc-2015_2828221_GUADALUPE-2015-06-15,2015_2828221_GUADALUPE,GUADALUPE,NM,2015,2015-06-15,2015-06-16,24.0,26.0,13,14
alloc-2015_2833246_FT. CRAIG-2015-07-31,2015_2833246_FT. CRAIG,Ft. Craig,NM,2015,2015-07-31,2015-08-01,10.0,30.0,4,10
alloc-2015_2833246_FT. CRAIG-2015-08-01,2015_2833246_FT. CRAIG,Ft. Craig,NM,2015,2015-08-01,2015-08-02,7.0,10.0,5,10
alloc-2015_2833246_FT. CRAIG-2015-08-02,2015_2833246_FT. CRAIG,Ft. Craig,NM,2015,2015-08-02,2015-08-03,5.0,7.0,6,10
alloc-2015_2833246_FT. CRAIG-2015-08-03,2015_2833246_FT. CRAIG,Ft. Craig,NM,2015,2015-08-03,2015-08-04,4.0,5.0,7,10
alloc-2015_2833246_FT. CRAIG-2015-08-04,2015_2833246_FT. CRAIG,Ft. Craig,NM,2015,2015-08-04,2015-08-05,3.0,4.0,8,10
alloc-2015_2833246_FT. CRAIG-2015-08-05,2015_2833246_FT. CRAIG,Ft. Craig,NM,2015,2015-08-05,2015-08-06,3.0,3.0,9,10
alloc-2015_2837946_BLUE CREEK-2015-07-24,2015_2837946_BLUE CREEK,Blue Creek,WA,2015,2015-07-24,2015-07-25,279.0,299.0,4,15
alloc-2015_2837946_BLUE CREEK-2015-07-26,2015_2837946_BLUE CREEK,Blue Creek,WA,2015,2015-07-26,2015-07-27,264.0,286.0,6,15
alloc-2015_2837946_BLUE CREEK-2015-07-28,2015_2837946_BLUE CREEK,Blue Creek,WA,2015,2015-07-28,2015-07-29,227.0,252.0,8,15
alloc-2015_2837946_BLUE CREEK-2015-07-30,2015_2837946_BLUE CREEK,Blue Creek,WA,2015,2015-07-30,2015-07-31,74.0,207.0,10,15
alloc-2015_2837946_BLUE CREEK-2015-08-01,2015_2837946_BLUE CREEK,Blue Creek,WA,2015,2015-08-01,2015-08-02,99.0,89.0,12,15
alloc-2015_2837946_BLUE CREEK-2015-08-03,2015_2837946_BLUE CREEK,Blue Creek,WA,2015,2015-08-03,2015-08-04,64.0,82.0,14,15
alloc-2015_2841533_LONG LAKE-2015-06-28,2015_2841533_LONG LAKE,Long Lake,AK,2015,2015-06-28,2015-06-29,61.0,60.0,4,10
alloc-2015_2841533_LONG LAKE-2015-06-29,2015_2841533_LONG LAKE,Long Lake,AK,2015,2015-06-29,2015-06-30,61.0,61.0,5,10
alloc-2015_2841533_LONG LAKE-2015-06-30,2015_2841533_LONG LAKE,Long Lake,AK,2015,2015-06-30,2015-07-01,59.0,61.0,6,10
alloc-2015_2841533_LONG LAKE-2015-07-01,2015_2841533_LONG LAKE,Long Lake,AK,2015,2015-07-01,2015-07-02,44.0,59.0,7,10
alloc-2015_2841533_LONG LAKE-2015-07-02,2015_2841533_LONG LAKE,Long Lake,AK,2015,2015-07-02,2015-07-03,6.0,44.0,8,10
alloc-2015_2841533_LONG LAKE-2015-07-03,2015_2841533_LONG LAKE,Long Lake,AK,2015,2015-07-03,2015-07-04,4.0,6.0,9,10
alloc-2015_2841533_LONG LAKE-2015-07-09,2015_2841533_LONG LAKE,Long Lake,AK,2015,2015-07-09,2015-07-10,27.0,27.0,4,15
alloc-2015_2841533_LONG LAKE-2015-07-11,2015_2841533_LONG LAKE,Long Lake,AK,2015,2015-07-11,2015-07-12,46.0,28.0,6,15
alloc-2015_2841533_LONG LAKE-2015-07-13,2015_2841533_LONG LAKE,Long Lake,AK,2015,2015-07-13,2015-07-14,46.0,46.0,8,15
alloc-2015_2841533_LONG LAKE-2015-07-15,2015_2841533_LONG LAKE,Long Lake,AK,2015,2015-07-15,2015-07-16,77.0,58.0,10,15
alloc-2015_2841533_LONG LAKE-2015-07-17,2015_2841533_LONG LAKE,Long Lake,AK,2015,2015-07-17,2015-07-18,77.0,77.0,12,15
alloc-2015_2841533_LONG LAKE-2015-07-19,2015_2841533_LONG LAKE,Long Lake,AK,2015,2015-07-19,2015-07-20,98.0,88.0,14,15
alloc-2015_2841533_LONG LAKE-2015-08-01,2015_2841533_LONG LAKE,Long Lake,AK,2015,2015-08-01,2015-08-02,55.0,54.0,4,10
alloc-2015_2841533_LONG LAKE-2015-08-02,2015_2841533_LONG LAKE,Long Lake,AK,2015,2015-08-02,2015-08-03,5.0,55.0,5,10
alloc-2015_2841533_LONG LAKE-2015-08-03,2015_2841533_LONG LAKE,Long Lake,AK,2015,2015-08-03,2015-08-04,2.0,5.0,6,10
alloc-2015_2841533_LONG LAKE-2015-08-04,2015_2841533_LONG LAKE,Long Lake,AK,2015,2015-08-04,2015-08-05,2.0,2.0,7,10
alloc-2015_2841533_LONG LAKE-2015-08-05,2015_2841533_LONG LAKE,Long Lake,AK,2015,2015-08-05,2015-08-06,18.0,2.0,8,10
alloc-2015_2841533_LONG LAKE-2015-08-06,2015_2841533_LONG LAKE,Long Lake,AK,2015,2015-08-06,2015-08-07,6.0,18.0,9,10
alloc-2015_2844434_BLAIR-2015-07-03,2015_2844434_BLAIR,Blair,AK,2015,2015-07-03,2015-07-04,13.0,13.0,4,30
alloc-2015_2844434_BLAIR-2015-07-08,2015_2844434_BLAIR,Blair,AK,2015,2015-07-08,2015-07-09,11.0,11.0,9,30
alloc-2015_2844434_BLAIR-2015-07-13,2015_2844434_BLAIR,Blair,AK,2015,2015-07-13,2015-07-14,9.0,9.0,14,30
